volume	section	page	text
27	ЧЕСТНЫЙ ГОЛОС ФРАНЦУЗСКОГО СОЦИАЛИСТА	5	Во французской Швейцарии, где франкофильский шовинизм бешенствует немногим разве слабее, чем во Франции, раздался голос честного социалиста. В наше подлое время это - целое событие. И нам тем более необходимо внимательнее прислушаться к этому голосу, что в данном случае мы имеем дело с социалистом типично французского - вернее: романского, ибо итальянцы, например, тоже таковы - темперамента и умонастроения.
